"country","actor","total_revenue"
"Estonia","Albert Johansson","0.99"
"Estonia","Ben Harris","0.99"
"Estonia","Adam Hopper","0.99"
"Estonia","Groucho Sinatra","0.99"
"Ethiopia","Kevin Garland","19.96"
"Ethiopia","Julia Mcqueen","14.98"
"Ethiopia","Morgan Mcdormand","14.97"
"Ethiopia","Scarlett Damon","14.97"
"Ethiopia","Jayne Neeson","13.97"
"Ethiopia","Sean Guiness","13.97"
"Ethiopia","Liza Bergman","12.98"
"Ethiopia","Groucho Williams","12.98"
"Ethiopia","Gregory Gooding","11.98"
"Ethiopia","Kirk Jovovich","11.98"
"Ethiopia","Penelope Pinkett","10.98"
"Ethiopia","William Hackman","10.98"
"Ethiopia","Uma Wood","10.97"
"Ethiopia","Matthew Johansson","9.99"
"Ethiopia","Henry Berry","9.99"
"Ethiopia","Bob Fawcett","9.99"
"Ethiopia","Michael Bening","9.98"
"Ethiopia","Jayne Silverstone","8.98"
"Ethiopia","Matthew Carrey","8.97"
"Ethiopia","Dustin Tautou","7.99"
"Ethiopia","Reese West","7.99"
"Ethiopia","Woody Hoffman","7.98"
"Ethiopia","Angela Hudson","7.98"
"Ethiopia","Tom Mckellen","7.98"
"Ethiopia","Alan Dreyfuss","7.98"
"Ethiopia","Kirsten Akroyd","6.99"
"Ethiopia","Gene Mckellen","6.99"
"Ethiopia","Ed Chase","6.99"
"Ethiopia","Audrey Olivier","6.99"
"Ethiopia","Fay Kilmer","6.99"
"Ethiopia","Greg Chaplin","6.99"
"Ethiopia","Jon Chase","6.99"
"Ethiopia","Kenneth Pesci","6.99"
"Ethiopia","Christian Gable","6.99"
"Ethiopia","Angela Witherspoon","6.98"
"Ethiopia","Russell Temple","5.99"
"Ethiopia","Kenneth Torn","5.99"
"Ethiopia","Jude Cruise","5.99"
"Ethiopia","Renee Ball","5.99"
"Ethiopia","Albert Nolte","5.99"
"Ethiopia","Dan Harris","5.99"
"Ethiopia","Vivien Bergen","5.98"
"Ethiopia","Milla Peck","5.98"
"Ethiopia","Nick Stallone","5.98"
"Ethiopia","Karl Berry","4.99"
"Ethiopia","Daryl Wahlberg","4.99"
"Ethiopia","Jennifer Davis","4.99"
"Ethiopia","Kenneth Hoffman","4.99"
"Ethiopia","Sylvester Dern","4.99"
"Ethiopia","Kirsten Paltrow","4.99"
"Ethiopia","Mae Hoffman","4.99"
"Ethiopia","Kevin Bloom","4.99"
"Ethiopia","Gary Phoenix","4.99"
"Ethiopia","Dan Streep","4.99"
"Ethiopia","Natalie Hopkins","4.99"
"Ethiopia","Ed Mansfield","4.99"
"Ethiopia","Charlize Dench","3.98"
"Ethiopia","Lucille Dee","2.99"
"Ethiopia","Jeff Silverstone","2.99"
"Ethiopia","Will Wilson","2.99"
"Ethiopia","Kim Allen","2.99"
"Ethiopia","Helen Voight","2.99"
"Ethiopia","Penelope Cronyn","2.99"
"Ethiopia","Jodie Degeneres","2.99"
"Ethiopia","Matthew Leigh","2.99"
"Ethiopia","Fay Winslet","2.99"
"Ethiopia","Sean Williams","2.99"
"Ethiopia","Ben Harris","2.99"
"Ethiopia","Cary Mcconaughey","2.99"
"Ethiopia","Julianne Dench","2.99"
"Ethiopia","Penelope Guiness","2.99"
"Ethiopia","Oprah Kilmer","1.99"
"Ethiopia","Reese Kilmer","1.99"
"Ethiopia","Jada Ryder","1.99"
"Ethiopia","Bela Walken","0.99"
"Ethiopia","Olympia Pfeiffer","0.99"
"Ethiopia","River Dean","0.99"
"Ethiopia","Cuba Birch","0.99"
"Ethiopia","Mary Keitel","0.99"
"Ethiopia","Adam Grant","0.99"
"Ethiopia","Gina Degeneres","0.99"
"Ethiopia","Sandra Peck","0.99"
"Ethiopia","Greta Malden","0.99"
"Ethiopia","Nick Wahlberg","0.99"
"Ethiopia","Rip Winslet","0.99"
"Ethiopia","Carmen Hunt","0.99"
"Ethiopia","Rita Reynolds","0.99"
"Ethiopia","Michael Bolger","0.99"
"Ethiopia","Christopher Berry","0.99"
"Ethiopia","Russell Close","0.99"
"Faroe Islands","Cate Mcqueen","19.95"
"Faroe Islands","Meryl Allen","15.97"
"Faroe Islands","Gina Degeneres","14.96"
"Faroe Islands","Kirsten Paltrow","13.98"
"Faroe Islands","Dan Harris","13.98"
"Faroe Islands","Gary Penn","13.97"
"Faroe Islands","Nick Degeneres","12.98"
"Faroe Islands","Gene Mckellen","11.97"
"Faroe Islands","Rock Dukakis","11.97"
"Faroe Islands","Daryl Wahlberg","10.98"
"Faroe Islands","Nick Stallone","10.97"
"Faroe Islands","Dan Streep","9.98"
"Faroe Islands","Kim Allen","9.98"
"Faroe Islands","Woody Jolie","8.99"
"Faroe Islands","Angela Witherspoon","8.99"
"Faroe Islands","Cameron Wray","8.99"
"Faroe Islands","Cuba Birch","8.99"
"Faroe Islands","Greg Chaplin","8.99"
"Faroe Islands","Sidney Crowe","8.99"
"Faroe Islands","Jayne Neeson","8.99"
"Faroe Islands","Jodie Degeneres","7.99"
"Faroe Islands","Lucille Dee","7.99"
"Faroe Islands","Gary Phoenix","7.99"
"Faroe Islands","Groucho Sinatra","7.99"
"Faroe Islands","Minnie Kilmer","7.99"
"Faroe Islands","Kevin Bloom","7.99"
"Faroe Islands","Dustin Tautou","7.98"
"Faroe Islands","Harvey Hope","6.97"
"Faroe Islands","Susan Davis","5.99"
"Faroe Islands","Scarlett Bening","5.98"
"Faroe Islands","Cuba Olivier","5.98"
"Faroe Islands","Whoopi Hurt","5.98"
"Faroe Islands","Russell Bacall","5.98"
"Faroe Islands","Spencer Depp","5.98"
"Faroe Islands","Morgan Hopkins","5.98"
"Faroe Islands","Al Garland","5.98"
"Faroe Islands","Jim Mostel","5.98"
"Faroe Islands","Mena Hopper","5.98"
"Faroe Islands","Kenneth Torn","5.98"
"Faroe Islands","Sissy Sobieski","4.99"
"Faroe Islands","Kenneth Paltrow","4.99"
"Faroe Islands","Kenneth Hoffman","4.99"
"Faroe Islands","Ray Johansson","4.99"
"Faroe Islands","Oprah Kilmer","4.99"
"Faroe Islands","Rita Reynolds","4.99"
"Faroe Islands","Gene Willis","4.99"
"Faroe Islands","Fay Wood","4.99"
"Faroe Islands","Walter Torn","4.99"
"Faroe Islands","Vivien Bergen","4.99"
"Faroe Islands","Greta Malden","4.99"
"Faroe Islands","Johnny Cage","4.99"
"Faroe Islands","Greta Keitel","4.99"
"Faroe Islands","Jada Ryder","4.99"
"Faroe Islands","Angelina Astaire","4.97"
"Faroe Islands","Gregory Gooding","3.98"
"Faroe Islands","Penelope Cronyn","3.98"
"Faroe Islands","Tim Hackman","3.98"
"Faroe Islands","Michael Bolger","2.99"
"Faroe Islands","Kenneth Pesci","2.99"
"Faroe Islands","Jane Jackman","2.99"
"Faroe Islands","Christopher West","2.99"
"Faroe Islands","Ed Mansfield","2.99"
"Faroe Islands","Michelle Mcconaughey","2.99"
"Faroe Islands","Ellen Presley","2.99"
"Faroe Islands","Bob Fawcett","2.99"
"Faroe Islands","Christian Akroyd","2.99"
"Faroe Islands","Scarlett Damon","2.99"
"Faroe Islands","Morgan Williams","2.99"
"Faroe Islands","Burt Posey","2.99"
"Faroe Islands","Warren Nolte","2.99"
"Faroe Islands","Jon Chase","2.99"
"Faroe Islands","Warren Jackman","2.99"
"Faroe Islands","Natalie Hopkins","2.99"
"Faroe Islands","Rip Crawford","2.99"
"Faroe Islands","Adam Grant","2.99"
"Faroe Islands","Audrey Bailey","2.99"
"Faroe Islands","Russell Close","1.98"
"Faroe Islands","Zero Cage","1.98"
"Faroe Islands","Russell Temple","0.99"
"Faroe Islands","Penelope Pinkett","0.99"
"Faroe Islands","Meg Hawke","0.99"
"Faroe Islands","Angela Hudson","0.99"
"Faroe Islands","James Pitt","0.99"
"Faroe Islands","Cuba Allen","0.99"
"Faroe Islands","Anne Cronyn","0.99"
"Faroe Islands","Albert Nolte","0.99"
"Faroe Islands","Daryl Crawford","0.99"
"Faroe Islands","Lucille Tracy","0.99"
"Finland","River Dean","16.98"
"Finland","Penelope Monroe","12.98"
"Finland","Mary Keitel","12.97"
"Finland","Rip Crawford","9.98"
"Finland","Nick Wahlberg","8.99"
"Finland","Fay Kilmer","8.99"
"Finland","John Suvari","8.99"
"Finland","Cate Mcqueen","8.99"
"Finland","Val Bolger","8.99"
"Finland","Ed Mansfield","8.99"
"Finland","Walter Torn","8.99"
"Finland","Zero Cage","8.99"
"Finland","Sidney Crowe","8.98"
"Finland","Michael Bening","7.99"
"Finland","Groucho Dunst","7.99"
"Finland","Al Garland","7.99"
"Finland","Oprah Kilmer","7.99"
"Finland","Burt Dukakis","7.96"
"Finland","Angelina Astaire","6.99"
"Finland","Nick Stallone","6.98"
"Finland","Anne Cronyn","6.98"
"Finland","Russell Bacall","6.98"
"Finland","Bette Nicholson","5.99"
"Finland","Milla Keitel","5.99"
"Finland","Kevin Bloom","5.98"
"Finland","Sean Williams","5.98"
"Finland","Frances Tomei","4.99"
"Finland","Warren Jackman","4.99"
"Finland","Angela Hudson","4.99"
"Finland","Russell Close","4.99"
"Finland","Minnie Zellweger","4.98"
"Finland","Gene Hopkins","3.99"
"Finland","Cuba Allen","3.99"
"Finland","Fay Winslet","3.99"
"Finland","Kirsten Akroyd","3.99"
"Finland","Daryl Crawford","3.98"
"Finland","Harrison Bale","3.98"
"Finland","Jane Jackman","3.98"
"Finland","Albert Nolte","3.98"
"Finland","Olympia Pfeiffer","2.99"
"Finland","Tom Mckellen","2.99"
"Finland","Greg Chaplin","2.99"
"Finland","Matthew Carrey","2.99"
"Finland","Debbie Akroyd","2.99"
"Finland","Groucho Williams","2.99"
"Finland","Matthew Leigh","2.99"
"Finland","Adam Grant","2.99"
"Finland","Sean Guiness","2.99"
"Finland","Jeff Silverstone","2.99"
"Finland","Frances Day-Lewis","1.98"
"Finland","Fay Wood","0.99"
"Finland","Meryl Gibson","0.99"
"Finland","Julianne Dench","0.99"
"Finland","Gary Penn","0.99"
"Finland","Mae Hoffman","0.99"
"Finland","Ray Johansson","0.99"
"Finland","Jada Ryder","0.99"
"Finland","Fred Costner","0.99"
"Finland","Dan Streep","0.99"
"Finland","Alec Wayne","0.99"
"Finland","Cary Mcconaughey","0.99"
"Finland","James Pitt","0.99"
"Finland","Mena Temple","0.99"
"Finland","Ed Guiness","0.99"
"Finland","Daryl Wahlberg","0.99"
"Finland","Lucille Tracy","0.99"
"Finland","Woody Hoffman","0.99"
"Finland","Cuba Birch","0.99"
"Finland","Penelope Cronyn","0.99"
"Finland","Kenneth Pesci","0.99"
"Finland","Will Wilson","0.99"
"Finland","Burt Posey","0.99"
"Finland","Ewan Gooding","0.99"
"Finland","Humphrey Garland","0.99"
"Finland","Christian Akroyd","0.99"
"France","Gina Degeneres","31.91"
"France","Sandra Kilmer","29.95"
"France","Reese West","28.94"
"France","Ed Mansfield","25.95"
"France","Salma Nolte","25.95"
"France","Kenneth Paltrow","24.95"
"France","Kevin Garland","24.94"
"France","Mary Keitel","24.93"
"France","Cameron Zellweger","22.96"
"France","Jon Chase","20.96"
"France","Meg Hawke","20.96"
"France","Scarlett Bening","20.96"
"France","Val Bolger","20.95"
"France","Morgan Mcdormand","20.95"
"France","Harvey Hope","20.94"
"France","Kenneth Torn","19.97"
"France","Cuba Allen","19.96"
"France","Susan Davis","19.95"
"France","Morgan Williams","19.95"
"France","Richard Penn","19.94"
"France","Gregory Gooding","18.96"
"France","Gene Willis","17.97"
"France","Michelle Mcconaughey","17.97"
"France","Chris Depp","17.97"
"France","Daryl Crawford","17.96"
"France","Angela Witherspoon","16.97"
"France","Milla Peck","16.96"
"France","Ray Johansson","16.96"
"France","Will Wilson","16.95"
"France","Adam Hopper","16.95"
"France","Fay Wood","15.97"
"France","Chris Bridges","15.97"
"France","Dustin Tautou","15.97"
"France","Michael Bolger","15.96"
"France","Geoffrey Heston","15.96"
"France","Charlize Dench","15.96"
"France","Russell Bacall","15.95"
"France","Penelope Pinkett","15.95"
"France","Jeff Silverstone","14.97"
"France","Meryl Gibson","14.97"
"France","Cate Mcqueen","14.97"
"France","Grace Mostel","14.96"
"France","Kevin Bloom","14.96"
"France","Russell Temple","14.96"
"France","Gary Penn","14.95"
"France","Matthew Carrey","14.95"
"France","Penelope Cronyn","14.95"
"France","Daryl Wahlberg","14.95"
"France","Uma Wood","13.98"
"France","Mary Tandy","13.97"
"France","Ed Guiness","13.97"
"France","Penelope Monroe","13.97"
"France","Jayne Nolte","13.97"
"France","Humphrey Willis","13.97"
"France","Renee Ball","13.97"
"France","Audrey Olivier","13.97"
"France","James Pitt","13.95"
"France","Ralph Cruz","13.94"
"France","Warren Jackman","12.97"
"France","Fay Kilmer","12.97"
"France","Albert Nolte","12.97"
"France","Frances Tomei","12.97"
"France","Mena Hopper","12.97"
"France","Helen Voight","12.96"
"France","Vivien Bergen","12.96"
"France","Christopher West","12.96"
"France","Gene Hopkins","11.98"
"France","Whoopi Hurt","11.98"
"France","Ewan Gooding","11.98"
"France","Albert Johansson","11.97"
"France","Dan Harris","11.97"
"France","Julia Fawcett","10.98"
"France","Debbie Akroyd","10.98"
"France","Jim Mostel","10.98"
"France","Natalie Hopkins","10.97"
"France","Kim Allen","10.97"
"France","Gary Phoenix","10.97"
"France","Reese Kilmer","10.97"
"France","Fay Winslet","10.97"
"France","Ben Willis","10.97"
"France","Sidney Crowe","10.95"
"France","Alan Dreyfuss","9.98"
"France","Rita Reynolds","9.98"
"France","Elvis Marx","9.98"
"France","Christian Neeson","9.98"
"France","Jada Ryder","9.98"
"France","Johnny Lollobrigida","9.98"
"France","Burt Temple","9.98"
"France","Christian Gable","9.98"
"France","Cuba Olivier","9.97"
"France","Jennifer Davis","9.97"
"France","Jude Cruise","9.97"
"France","Kirsten Paltrow","9.97"
"France","Frances Day-Lewis","9.97"
"France","Woody Hoffman","9.96"
"France","Ben Harris","8.98"
"France","Nick Stallone","8.98"
"France","Russell Close","8.98"
"France","Kirsten Akroyd","8.98"
"France","Ed Chase","8.98"
"France","Rip Crawford","8.97"
"France","Sean Williams","8.97"
"France","Anne Cronyn","8.97"
"France","Gene Mckellen","8.97"
"France","Rock Dukakis","8.97"
"France","Cuba Birch","8.97"
"France","Jodie Degeneres","7.98"
"France","Sissy Sobieski","7.98"
"France","Jessica Bailey","7.98"
"France","Ian Tandy","7.98"
"France","Audrey Bailey","7.97"
"France","Spencer Peck","7.97"
"France","Kirk Jovovich","7.97"
"France","Tim Hackman","7.97"
"France","Judy Dean","7.97"
"France","Morgan Hopkins","7.96"
"France","Olympia Pfeiffer","6.99"
"France","Sean Guiness","6.98"
"France","Laurence Bullock","6.98"
"France","Dan Streep","6.98"
"France","Christopher Berry","6.98"
"France","Greta Malden","6.97"
"France","Henry Berry","6.97"
"France","Milla Keitel","5.99"
"France","Matthew Johansson","5.99"
"France","Goldie Brody","5.98"
"France","Kenneth Hoffman","5.98"
"France","Julia Barrymore","5.98"
"France","Karl Berry","5.98"
"France","Matthew Leigh","5.98"
"France","Mena Temple","5.98"
"France","Laura Brody","5.98"
"France","Ellen Presley","5.98"
"France","Mae Hoffman","5.98"
"France","Burt Posey","5.97"
"France","Angelina Astaire","5.97"
"France","Zero Cage","5.96"
"France","Bela Walken","4.99"
"France","Cameron Streep","4.99"
"France","Bette Nicholson","4.99"
"France","River Dean","4.99"
"France","Renee Tracy","4.99"
"France","Greg Chaplin","4.99"
"France","Carmen Hunt","4.99"
"France","Harrison Bale","4.99"
"France","Minnie Zellweger","4.99"
"France","Bob Fawcett","4.99"
"France","Groucho Sinatra","4.99"
"France","Julianne Dench","4.98"
"France","Cate Harris","4.98"
"France","Lisa Monroe","4.98"
"France","Scarlett Damon","4.98"
"France","Jane Jackman","4.98"
"France","Fred Costner","4.97"
"France","Burt Dukakis","4.97"
"France","Tom Miranda","4.97"
"France","Alec Wayne","3.99"
"France","Warren Nolte","3.99"
"France","Groucho Williams","3.98"
"France","Oprah Kilmer","3.98"
"France","Johnny Cage","3.98"
"France","Sandra Peck","3.98"
"France","Julia Mcqueen","3.98"
"France","Woody Jolie","3.98"
"France","Adam Grant","3.98"
"France","Liza Bergman","3.98"
"France","Jayne Silverstone","2.99"
"France","William Hackman","2.99"
"France","Vivien Basinger","2.99"
"France","Angela Hudson","2.99"
"France","Joe Swank","2.99"
"France","John Suvari","2.99"
"France","Walter Torn","2.98"
"France","Lucille Tracy","1.99"
"France","Spencer Depp","0.99"
"France","Humphrey Garland","0.99"
"France","Dan Torn","0.99"
"France","Tom Mckellen","0.99"
"France","Lucille Dee","0.99"
"France","Sylvester Dern","0.99"
"France","Penelope Guiness","0.99"
"French Guiana","Audrey Olivier","21.97"
"French Guiana","Gene Willis","14.98"
"French Guiana","Liza Bergman","14.98"
"French Guiana","Kirsten Akroyd","11.98"
"French Guiana","Lucille Tracy","11.97"
"French Guiana","Jude Cruise","10.98"
"French Guiana","Ray Johansson","10.98"
"French Guiana","Kenneth Pesci","9.98"
"French Guiana","Reese West","9.97"
"French Guiana","Fay Wood","8.99"
"French Guiana","Jessica Bailey","8.99"
"French Guiana","Goldie Brody","8.98"
"French Guiana","Salma Nolte","7.99"
"French Guiana","Christopher West","7.99"
"French Guiana","Henry Berry","7.99"
"French Guiana","Renee Ball","7.99"
"French Guiana","Dan Harris","7.99"
"French Guiana","Fay Kilmer","7.99"
"French Guiana","Burt Posey","7.99"
"French Guiana","Mena Temple","7.99"
"French Guiana","Christian Neeson","7.99"
"French Guiana","Cate Mcqueen","7.98"
"French Guiana","Kenneth Paltrow","7.98"
"French Guiana","Kenneth Hoffman","6.99"
"French Guiana","Sandra Kilmer","6.99"
"French Guiana","Alec Wayne","6.99"
"French Guiana","Cuba Olivier","6.99"
"French Guiana","Scarlett Damon","6.99"
"French Guiana","Alan Dreyfuss","6.99"
"French Guiana","Rip Crawford","6.99"
"French Guiana","Charlize Dench","6.99"
"French Guiana","Kevin Bloom","6.99"
"French Guiana","Woody Hoffman","6.99"
"French Guiana","Scarlett Bening","6.99"
"French Guiana","Reese Kilmer","6.99"
"French Guiana","Morgan Williams","6.99"
"French Guiana","Tom Miranda","6.99"
"French Guiana","Daryl Crawford","6.98"
"French Guiana","Richard Penn","5.99"
"French Guiana","Debbie Akroyd","5.99"
"French Guiana","Humphrey Garland","5.99"
"French Guiana","Greta Keitel","5.99"
"French Guiana","Morgan Mcdormand","5.99"
"French Guiana","Angela Witherspoon","5.99"
"French Guiana","Gregory Gooding","5.99"
"French Guiana","Dustin Tautou","5.98"
"French Guiana","Mary Tandy","4.99"
"French Guiana","Sissy Sobieski","4.99"
"French Guiana","Ellen Presley","4.99"
"French Guiana","Mae Hoffman","4.99"
"French Guiana","Jon Chase","4.99"
"French Guiana","Ewan Gooding","4.99"
"French Guiana","Ed Mansfield","4.99"
"French Guiana","Gary Penn","4.99"
"French Guiana","Groucho Dunst","4.99"
"French Guiana","Christian Gable","3.99"
"French Guiana","Harrison Bale","3.99"
"French Guiana","Kevin Garland","3.99"
"French Guiana","Penelope Monroe","3.99"
"French Guiana","Natalie Hopkins","3.99"
"French Guiana","Dan Torn","3.99"
"French Guiana","Meryl Allen","3.99"
"French Guiana","Fred Costner","3.99"
"French Guiana","Nick Degeneres","3.99"
"French Guiana","Laurence Bullock","3.99"
"French Guiana","Julianne Dench","2.99"
"French Guiana","Cameron Streep","2.99"
"French Guiana","Nick Wahlberg","2.99"
"French Guiana","Bob Fawcett","2.99"
"French Guiana","Vivien Bergen","2.98"
"French Guiana","Penelope Pinkett","1.99"
"French Guiana","Gina Degeneres","1.99"
"French Guiana","Morgan Hopkins","1.99"
"French Guiana","Sandra Peck","1.99"
"French Guiana","Susan Davis","1.99"
"French Guiana","Grace Mostel","1.99"
"French Guiana","Zero Cage","0.99"
"French Guiana","Walter Torn","0.99"
"French Guiana","Spencer Depp","0.99"
"French Guiana","Val Bolger","0.99"
"French Guiana","Laura Brody","0.99"
"French Guiana","Matthew Leigh","0.99"
"French Guiana","Russell Temple","0.99"
"French Guiana","Greta Malden","0.99"
"French Guiana","Warren Nolte","0.99"
"French Guiana","Elvis Marx","0.99"
"French Guiana","Ralph Cruz","0.99"
"French Guiana","Warren Jackman","0.99"
"French Polynesia","Jada Ryder","33.95"
"French Polynesia","Mary Keitel","24.95"
"French Polynesia","Mary Tandy","20.96"
"French Polynesia","John Suvari","19.97"
"French Polynesia","Scarlett Damon","18.96"
"French Polynesia","Albert Johansson","17.97"
"French Polynesia","Bette Nicholson","16.97"
"French Polynesia","Val Bolger","16.96"
"French Polynesia","Geoffrey Heston","15.96"
"French Polynesia","Charlize Dench","15.96"
"French Polynesia","Kenneth Pesci","14.97"
"French Polynesia","Renee Tracy","14.97"
"French Polynesia","Groucho Williams","14.97"
"French Polynesia","Cameron Zellweger","13.98"
"French Polynesia","Sandra Kilmer","13.97"
"French Polynesia","Milla Keitel","13.97"
"French Polynesia","Ralph Cruz","13.97"
"French Polynesia","Julia Fawcett","13.96"
"French Polynesia","Olympia Pfeiffer","12.97"
"French Polynesia","Jeff Silverstone","12.97"
"French Polynesia","Sylvester Dern","12.97"
"French Polynesia","Vivien Bergen","12.97"
"French Polynesia","Meryl Allen","11.98"
"French Polynesia","Matthew Leigh","11.98"
"French Polynesia","Angela Hudson","11.98"
"French Polynesia","Jodie Degeneres","11.97"
"French Polynesia","Burt Temple","11.96"
"French Polynesia","Richard Penn","10.98"
"French Polynesia","Warren Nolte","10.98"
"French Polynesia","Vivien Basinger","10.98"
"French Polynesia","Julia Zellweger","10.97"
"French Polynesia","Mena Temple","10.97"
"French Polynesia","Chris Bridges","10.97"
"French Polynesia","Angelina Astaire","10.97"
"French Polynesia","Michael Bolger","9.98"
"French Polynesia","Susan Davis","9.98"
"French Polynesia","Penelope Cronyn","9.98"
"French Polynesia","Greg Chaplin","9.98"
"French Polynesia","Christopher West","9.98"
"French Polynesia","Adam Grant","9.98"
"French Polynesia","Scarlett Bening","9.98"
"French Polynesia","Michelle Mcconaughey","9.98"
"French Polynesia","Angela Witherspoon","9.98"
"French Polynesia","Ian Tandy","9.98"
"French Polynesia","Dan Streep","9.98"
"French Polynesia","Matthew Johansson","9.98"
"French Polynesia","Bob Fawcett","9.98"
"French Polynesia","Burt Dukakis","9.98"
"French Polynesia","Kevin Bloom","8.99"
"French Polynesia","Kirsten Paltrow","8.99"
"French Polynesia","Henry Berry","8.99"
"French Polynesia","Minnie Kilmer","8.98"
"French Polynesia","Sean Guiness","8.97"
"French Polynesia","Bela Walken","7.99"
"French Polynesia","Cate Mcqueen","7.99"
"French Polynesia","Spencer Depp","7.99"
"French Polynesia","Ewan Gooding","7.98"
"French Polynesia","Rip Winslet","7.98"
"French Polynesia","Uma Wood","7.98"
"French Polynesia","Nick Stallone","7.98"
"French Polynesia","Christopher Berry","7.98"
"French Polynesia","Reese Kilmer","6.99"
"French Polynesia","Rita Reynolds","6.98"
"French Polynesia","Mae Hoffman","6.98"
"French Polynesia","Michael Bening","6.98"
"French Polynesia","Joe Swank","6.98"
"French Polynesia","Reese West","5.99"
"French Polynesia","Laurence Bullock","5.99"
"French Polynesia","Cuba Birch","5.99"
"French Polynesia","Johnny Cage","5.98"
"French Polynesia","Kenneth Hoffman","5.98"
"French Polynesia","Gina Degeneres","5.98"
"French Polynesia","Emily Dee","5.98"
"French Polynesia","Kevin Garland","5.98"
"French Polynesia","Meg Hawke","5.98"
"French Polynesia","Zero Cage","5.98"
"French Polynesia","Anne Cronyn","5.98"
"French Polynesia","Alan Dreyfuss","4.99"
"French Polynesia","James Pitt","4.99"
"French Polynesia","Gene Mckellen","4.99"
"French Polynesia","Jude Cruise","4.99"
"French Polynesia","Frances Tomei","4.99"
"French Polynesia","Ed Chase","4.99"
"French Polynesia","Humphrey Garland","4.99"
"French Polynesia","Kim Allen","4.99"
"French Polynesia","Spencer Peck","4.99"
"French Polynesia","Johnny Lollobrigida","4.99"
"French Polynesia","Whoopi Hurt","4.99"
"French Polynesia","Kenneth Torn","4.99"
"French Polynesia","Walter Torn","4.99"
"French Polynesia","Lisa Monroe","4.99"
"French Polynesia","Laura Brody","4.99"
"French Polynesia","Russell Temple","4.99"
"French Polynesia","Sean Williams","4.99"
"French Polynesia","Daryl Wahlberg","4.99"
"French Polynesia","Al Garland","4.99"
"French Polynesia","Kirk Jovovich","4.99"
"French Polynesia","Chris Depp","4.99"
"French Polynesia","Rip Crawford","4.99"
"French Polynesia","Fay Kilmer","4.99"
"French Polynesia","Albert Nolte","4.99"
"French Polynesia","Christian Gable","4.99"
"French Polynesia","Burt Posey","4.99"
"French Polynesia","Kirsten Akroyd","4.99"
"French Polynesia","Audrey Olivier","4.99"
"French Polynesia","Matthew Carrey","4.99"
"French Polynesia","Cuba Olivier","4.99"
"French Polynesia","Ed Guiness","4.99"
"French Polynesia","Gene Willis","4.99"
"French Polynesia","Frances Day-Lewis","4.99"
"French Polynesia","Adam Hopper","4.99"
"French Polynesia","Alec Wayne","4.99"
"French Polynesia","Warren Jackman","4.99"
"French Polynesia","Elvis Marx","4.98"
"French Polynesia","Sandra Peck","4.98"
"French Polynesia","Groucho Sinatra","4.97"
"French Polynesia","Greta Keitel","3.99"
"French Polynesia","Jayne Silverstone","3.99"
"French Polynesia","Minnie Zellweger","3.99"
"French Polynesia","Russell Bacall","3.99"
"French Polynesia","Dan Torn","3.99"
"French Polynesia","Dustin Tautou","3.98"
"French Polynesia","Carmen Hunt","3.98"
"French Polynesia","Goldie Brody","3.98"
"French Polynesia","Morgan Hopkins","2.99"
"French Polynesia","Christian Akroyd","2.99"
"French Polynesia","Tom Mckellen","2.99"
"French Polynesia","Woody Hoffman","2.99"
"French Polynesia","Morgan Mcdormand","2.99"
"French Polynesia","Parker Goldberg","2.99"
"French Polynesia","Harrison Bale","2.99"
"French Polynesia","Morgan Williams","2.99"
"French Polynesia","Sissy Sobieski","2.99"
"French Polynesia","Fay Winslet","2.99"
"French Polynesia","Lucille Tracy","2.98"
"French Polynesia","Penelope Pinkett","1.98"
"French Polynesia","Tim Hackman","0.99"
"French Polynesia","Penelope Monroe","0.99"
"French Polynesia","Thora Temple","0.99"
"French Polynesia","Natalie Hopkins","0.99"
"French Polynesia","Nick Wahlberg","0.99"
"French Polynesia","Ed Mansfield","0.99"
"French Polynesia","Penelope Guiness","0.99"
"French Polynesia","Lucille Dee","0.99"
"French Polynesia","Daryl Crawford","0.99"
"French Polynesia","Jim Mostel","0.00"
"Gambia","Dan Harris","17.96"
"Gambia","Milla Keitel","16.97"
"Gambia","Joe Swank","14.97"
"Gambia","Mary Keitel","13.98"
"Gambia","Burt Temple","13.98"
"Gambia","Ewan Gooding","13.97"
"Gambia","Matthew Carrey","13.97"
"Gambia","Penelope Cronyn","12.98"
"Gambia","Kirsten Akroyd","12.97"
"Gambia","Renee Ball","12.97"
"Gambia","Kevin Bloom","11.98"
"Gambia","Warren Nolte","11.98"
"Gambia","Mary Tandy","11.98"
"Gambia","Angela Witherspoon","11.97"
"Gambia","Dan Streep","11.97"
"Gambia","Rock Dukakis","10.98"
"Gambia","Penelope Pinkett","9.98"
"Gambia","Olympia Pfeiffer","9.98"
"Gambia","Groucho Dunst","8.99"
"Gambia","Dan Torn","8.99"
"Gambia","Daryl Wahlberg","8.98"
"Gambia","Albert Nolte","8.98"
"Gambia","Jayne Nolte","8.97"
"Gambia","Lisa Monroe","7.99"
"Gambia","Christopher West","7.99"
"Gambia","Russell Temple","7.98"
"Gambia","Julianne Dench","7.98"
"Gambia","Karl Berry","7.98"
"Gambia","Will Wilson","6.99"
"Gambia","Albert Johansson","6.99"
"Gambia","Geoffrey Heston","6.99"
"Gambia","Bette Nicholson","6.99"
"Gambia","Harvey Hope","6.98"
"Gambia","Jon Chase","6.98"
"Gambia","Nick Stallone","6.98"
"Gambia","Richard Penn","5.99"
