"country","category","movie","total_revenue"
"Canada","Family","African Egg","4.99"
"Canada","Family","Apache Divine","4.99"
"Canada","Family","Effect Gladiator","1.98"
"Canada","Family","Gables Metropolis","0.99"
"Canada","Family","Gandhi Kwai","0.99"
"Canada","Family","Grease Youth","0.99"
"Canada","Family","Half Outfield","3.99"
"Canada","Family","Homicide Peach","3.99"
"Canada","Family","Jason Trap","2.99"
"Canada","Family","Jedi Beneath","0.99"
"Canada","Family","Odds Boogie","2.99"
"Canada","Family","Siege Madre","0.99"
"Canada","Family","Virtual Spoilers","9.99"
"Canada","Foreign","Alien Center","2.99"
"Canada","Foreign","Everyone Craft","3.99"
"Canada","Foreign","Gentlemen Stage","5.99"
"Canada","Foreign","Highball Potter","0.99"
"Canada","Foreign","Holiday Games","6.99"
"Canada","Foreign","Lose Inch","0.99"
"Canada","Foreign","Pollock Deliverance","2.99"
"Canada","Foreign","Town Ark","2.99"
"Canada","Games","Curtain Videotape","0.99"
"Canada","Games","Divine Resurrection","2.99"
"Canada","Games","Moonshine Cabin","9.99"
"Canada","Games","Spy Mile","5.99"
"Canada","Games","Suit Walls","9.99"
"Canada","Games","Vanilla Day","7.99"
"Canada","Games","Videotape Arsenic","14.97"
"Canada","Horror","Alabama Devil","7.99"
"Canada","Horror","Pulp Beverly","5.99"
"Canada","Horror","Spirit Flintstones","0.99"
"Canada","Horror","Zhivago Core","0.99"
"Canada","Music","Banger Pinocchio","0.99"
"Canada","Music","Boogie Amelie","4.99"
"Canada","Music","Clue Grail","4.99"
"Canada","Music","Deer Virginian","2.99"
"Canada","Music","Driving Polish","4.99"
"Canada","Music","Greatest North","3.99"
"Canada","Music","Reds Pocus","5.99"
"Canada","Music","Telegraph Voyage","16.98"
"Canada","New","Breakfast Goldfinger","6.99"
"Canada","New","Day Unfaithful","9.99"
"Canada","New","Salute Apollo","5.99"
"Canada","New","Samurai Lion","2.99"
"Canada","New","Sting Personal","4.99"
"Canada","New","Troopers Metal","4.99"
"Canada","Sci-Fi","Barbarella Streetcar","4.99"
"Canada","Sci-Fi","Chariots Conspiracy","2.99"
"Canada","Sci-Fi","Cheaper Clyde","0.99"
"Canada","Sci-Fi","Connecticut Tramp","5.99"
"Canada","Sci-Fi","Express Lonely","2.99"
"Canada","Sci-Fi","Hanky October","15.97"
"Canada","Sci-Fi","Mourning Purple","0.99"
"Canada","Sci-Fi","Reign Gentlemen","3.99"
"Canada","Sci-Fi","Trojan Tomorrow","4.99"
"Canada","Sci-Fi","Wonderland Christmas","5.99"
"Canada","Sports","Anonymous Human","0.99"
"Canada","Sports","Mosquito Armageddon","0.99"
"Canada","Sports","Straight Hours","1.99"
"Canada","Sports","Talented Homicide","0.99"
"Canada","Sports","Trading Pinocchio","4.99"
"Canada","Travel","Basic Easy","5.99"
"Canada","Travel","Bucket Brotherhood","5.99"
"Canada","Travel","Horror Reign","4.99"
"Canada","Travel","Others Soup","2.99"
"Canada","Travel","Outlaw Hanky","4.99"
"Canada","Travel","Shining Roses","3.99"
"Canada","Travel","Stone Fire","5.99"
"Chad","Action","Berets Agent","6.99"
"Chad","Animation","Falcon Volume","4.99"
"Chad","Animation","Inch Jet","4.99"
"Chad","Children","Noon Papi","2.99"
"Chad","Classics","Bound Cheaper","0.99"
"Chad","Comedy","Fireball Philadelphia","3.99"
"Chad","Drama","Chill Luck","0.99"
"Chad","Drama","Reunion Witches","0.99"
"Chad","Family","Spinal Rocky","2.99"
"Chad","Foreign","Alley Evolution","2.99"
"Chad","Foreign","Holiday Games","5.99"
"Chad","Foreign","Madness Attacks","4.99"
"Chad","Games","Details Packer","4.99"
"Chad","Games","Divine Resurrection","7.99"
"Chad","Games","Maltese Hope","4.99"
"Chad","Horror","Bowfinger Gables","4.99"
"Chad","Horror","Drums Dynamite","0.99"
"Chad","Music","Alone Trip","0.99"
"Chad","New","Flamingos Connecticut","8.99"
"Chad","Sci-Fi","Armageddon Lost","0.99"
"Chad","Sci-Fi","Beverly Outlaw","6.99"
"Chad","Sci-Fi","Frisco Forrest","5.99"
"Chad","Sci-Fi","Guys Falcon","4.99"
"Chad","Sports","Flatliners Killer","2.99"
"Chad","Sports","Gleaming Jawbreaker","6.99"
"Chad","Sports","Smoochy Control","1.99"
"Chad","Sports","Tuxedo Mile","8.99"
"Chad","Travel","Trouble Date","4.99"
"Chile","Action","Berets Agent","2.99"
"Chile","Action","Campus Remember","2.99"
"Chile","Action","Darn Forrester","4.99"
"Chile","Action","Devil Desire","9.98"
"Chile","Action","Glass Dying","0.99"
"Chile","Animation","Blackout Private","2.99"
"Chile","Animation","Forrester Comancheros","4.99"
"Chile","Animation","Snowman Rollercoaster","5.99"
"Chile","Children","Cabin Flash","0.99"
"Chile","Children","Fargo Gandhi","5.99"
"Chile","Children","Scarface Bang","11.98"
"Chile","Classics","Galaxy Sweethearts","9.99"
"Chile","Classics","Gilmore Boiled","4.98"
"Chile","Classics","Malkovich Pet","3.99"
"Chile","Classics","October Submarine","4.99"
"Chile","Classics","Spiking Element","2.99"
"Chile","Classics","Summer Scarface","3.99"
"Chile","Classics","Westward Seabiscuit","0.99"
"Chile","Comedy","Dying Maker","6.99"
"Chile","Comedy","Knock Warlock","5.99"
"Chile","Comedy","Mallrats United","3.99"
"Chile","Comedy","Velvet Terminator","4.99"
"Chile","Documentary","Wife Turn","10.99"
"Chile","Drama","Lies Treatment","4.99"
"Chile","Drama","Orient Closer","6.99"
"Chile","Drama","Scorpion Apollo","4.99"
"Chile","Family","Blanket Beverly","2.99"
"Chile","Family","Gandhi Kwai","2.99"
"Chile","Family","Siege Madre","0.99"
"Chile","Foreign","Agent Truman","3.99"
"Chile","Foreign","Alien Center","4.99"
"Chile","Foreign","Dangerous Uptown","4.99"
"Chile","Foreign","Intrigue Worst","3.99"
"Chile","Foreign","Newton Labyrinth","1.99"
"Chile","Foreign","Orange Grapes","2.99"
"Chile","Foreign","Rocketeer Mother","0.99"
"Chile","Games","Dirty Ace","4.99"
"Chile","Games","Grit Clockwork","0.99"
"Chile","Games","Gun Bonnie","0.99"
"Chile","Games","Massacre Usual","6.99"
"Chile","Games","Rouge Squad","0.99"
"Chile","Games","Volcano Texas","3.99"
"Chile","Games","Wanda Chamber","5.99"
"Chile","Horror","Affair Prejudice","2.99"
"Chile","Horror","Lola Agent","6.99"
"Chile","Music","Confidential Interview","7.99"
"Chile","Music","Home Pity","6.99"
"Chile","Music","Roman Punk","0.99"
"Chile","New","Day Unfaithful","8.99"
"Chile","New","Destiny Saturday","6.99"
"Chile","New","Ridgemont Submarine","4.99"
"Chile","New","Samurai Lion","2.99"
"Chile","Sci-Fi","Attacks Hate","8.99"
"Chile","Sci-Fi","Panther Reds","8.99"
"Chile","Sci-Fi","Reign Gentlemen","3.99"
"Chile","Sci-Fi","Weekend Personal","2.99"
"Chile","Sports","Congeniality Quest","3.99"
"Chile","Sports","Dude Blindness","4.99"
"Chile","Sports","Hysterical Grail","4.99"
"Chile","Sports","Mermaid Insects","4.99"
"Chile","Travel","Bird Independence","7.99"
"Chile","Travel","Comforts Rush","3.99"
"Chile","Travel","Games Bowfinger","4.99"
"China","Action","Amadeus Holy","2.98"
"China","Action","American Circus","8.99"
"China","Action","Antitrust Tomatoes","4.99"
"China","Action","Bride Intrigue","2.97"
"China","Action","Bull Shawshank","4.98"
"China","Action","Caddyshack Jedi","7.99"
"China","Action","Casualties Encino","24.97"
"China","Action","Celebrity Horn","0.99"
"China","Action","Clueless Bucket","11.96"
"China","Action","Dances None","1.98"
"China","Action","Devil Desire","4.99"
"China","Action","Dragon Squad","0.99"
"China","Action","Dream Pickup","8.97"
"China","Action","Drifter Commandments","11.98"
"China","Action","Easy Gladiator","14.98"
"China","Action","Excitement Eve","1.99"
"China","Action","Fantasy Troopers","6.97"
"China","Action","Fool Mockingbird","16.98"
"China","Action","Forrest Sons","2.99"
"China","Action","Glass Dying","9.97"
"China","Action","Gosford Donnie","4.99"
"China","Action","Handicap Boondock","1.98"
"China","Action","Kissing Dolls","17.98"
"China","Action","Lust Lock","10.97"
"China","Action","Magnolia Forrester","2.99"
"China","Action","Midnight Westward","5.98"
"China","Action","Mockingbird Hollywood","5.99"
"China","Action","Montezuma Command","0.99"
"China","Action","Park Citizen","8.99"
"China","Action","Patriot Roman","3.99"
"China","Action","Primary Glass","4.97"
"China","Action","Quest Mussolini","6.98"
"China","Action","Rear Trading","4.98"
"China","Action","Rings Heartbreakers","0.99"
"China","Action","Rugrats Shakespeare","4.98"
"China","Action","Speakeasy Date","2.99"
"China","Action","Stagecoach Armageddon","10.98"
"China","Action","Story Side","10.92"
"China","Action","Suspects Quills","2.99"
"China","Action","Trip Newton","14.97"
"China","Action","Truman Crazy","9.98"
"China","Action","Waterfront Deliverance","12.98"
"China","Action","Worst Banger","2.99"
"China","Animation","Alter Victory","7.96"
"China","Animation","Anaconda Confessions","6.98"
"China","Animation","Bikini Borrowers","4.99"
"China","Animation","Blackout Private","7.98"
"China","Animation","Borrowers Bedazzled","1.98"
"China","Animation","Canyon Stock","1.98"
"China","Animation","Carol Texas","9.98"
"China","Animation","Clash Freddy","2.99"
"China","Animation","Club Graffiti","0.99"
"China","Animation","Crossroads Casualties","2.99"
"China","Animation","Dares Pluto","2.99"
"China","Animation","Desire Alien","7.98"
"China","Animation","Dogma Family","12.98"
"China","Animation","Donnie Alley","3.98"
"China","Animation","Doors President","25.97"
"China","Animation","Duck Racer","3.99"
"China","Animation","Falcon Volume","21.96"
"China","Animation","Fight Jawbreaker","1.99"
"China","Animation","Flying Hook","3.99"
"China","Animation","Forrester Comancheros","25.95"
"China","Animation","Gangs Pride","13.97"
"China","Animation","Harper Dying","0.99"
"China","Animation","Hook Chariots","0.99"
"China","Animation","Horn Working","18.97"
"China","Animation","Juggler Hardly","5.99"
"China","Animation","Luke Mummy","2.99"
"China","Animation","Massage Image","4.99"
"China","Animation","Miracle Virtual","3.99"
"China","Animation","Mission Zoolander","4.99"
"China","Animation","Nash Chocolat","9.98"
"China","Animation","Oscar Gold","5.98"
"China","Animation","Oz Liaisons","14.97"
"China","Animation","Packer Madigan","20.93"
"China","Animation","Pond Seattle","10.97"
"China","Animation","Potter Connecticut","8.98"
"China","Animation","Pride Alamo","0.99"
"China","Animation","Room Roman","5.96"
"China","Animation","Sleepless Monsoon","12.98"
"China","Animation","Snowman Rollercoaster","13.96"
"China","Animation","Storm Happiness","6.95"
"China","Animation","Sugar Wonka","6.99"
"China","Animation","Sunrise League","23.97"
"China","Animation","Theory Mermaid","4.99"
"China","Animation","Thief Pelican","11.98"
"China","Animation","Titanic Boondock","16.98"
"China","Animation","Turn Star","9.98"
"China","Animation","Wait Cider","0.99"
"China","Animation","Watch Tracy","1.98"
"China","Animation","Wonka Sea","5.98"
"China","Children","Bear Graceland","14.97"
"China","Children","Betrayed Rear","4.99"
"China","Children","Cabin Flash","11.97"
"China","Children","Circus Youth","6.98"
"China","Children","Clockwork Paradise","2.98"
"China","Children","Comancheros Enemy","1.98"
"China","Children","Crooked Frogmen","0.99"
"China","Children","Daughter Madigan","13.98"
"China","Children","Doctor Grail","12.98"
"China","Children","Empire Malkovich","0.99"
"China","Children","Fargo Gandhi","10.98"
"China","Children","Forever Candidate","4.99"
"China","Children","Fury Murder","1.98"
"China","Children","Ghost Groundhog","4.99"
"China","Children","Giant Troopers","8.97"
"China","Children","Gorgeous Bingo","10.98"
"China","Children","Graduate Lord","2.99"
"China","Children","Hall Cassidy","9.98"
"China","Children","Heartbreakers Bright","4.99"
"China","Children","Hollywood Anonymous","2.97"
"China","Children","Holocaust Highball","0.99"
"China","Children","Idols Snatchers","5.98"
"China","Children","Invasion Cyclone","5.98"
"China","Children","Jersey Sassy","9.98"
"China","Children","Jumping Wrath","0.99"
"China","Children","Labyrinth League","2.99"
"China","Children","Language Cowboy","3.98"
"China","Children","Legally Secretary","4.99"
"China","Children","Magic Mallrats","4.99"
"China","Children","Maker Gables","5.98"
"China","Children","Microcosmos Paradise","2.99"
"China","Children","Model Fish","4.99"
"China","Children","Murder Antitrust","2.99"
"China","Children","Noon Papi","5.98"
"China","Children","Robbers Joon","10.97"
"China","Children","Sabrina Midnight","7.99"
"China","Children","Scarface Bang","13.98"
"China","Children","Shepherd Midsummer","4.97"
"China","Children","Strangelove Desire","15.97"
"China","Children","Sweethearts Suspects","5.99"
"China","Children","Tequila Past","6.99"
"China","Children","Ties Hunger","8.99"
"China","Children","Tootsie Pilot","6.98"
"China","Children","Twisted Pirates","12.98"
"China","Children","Uptown Young","2.99"
"China","Children","Wrong Behavior","3.99"
"China","Children","Zoolander Fiction","8.98"
"China","Classics","Beast Hunchback","10.98"
"China","Classics","Bound Cheaper","4.97"
"China","Classics","Candidate Perdition","20.97"
"China","Classics","Center Dinosaur","10.98"
"China","Classics","Color Philadelphia","2.99"
"China","Classics","Core Suit","7.99"
"China","Classics","Creepers Kane","9.98"
"China","Classics","Cruelty Unforgiven","0.99"
"China","Classics","Detective Vision","1.99"
"China","Classics","Dynamite Tarzan","15.95"
"China","Classics","Extraordinary Conquerer","5.99"
"China","Classics","Frost Head","3.98"
"China","Classics","Galaxy Sweethearts","4.99"
"China","Classics","Gilbert Pelican","2.99"
"China","Classics","Gilmore Boiled","3.96"
"China","Classics","Hope Tootsie","5.98"
"China","Classics","Island Exorcist","2.99"
"China","Classics","Jeopardy Encino","2.99"
"China","Classics","Jerk Paycheck","9.99"
"China","Classics","League Hellfighters","4.99"
"China","Classics","Loathing Legally","6.97"
"China","Classics","Lovely Jingle","5.98"
"China","Classics","Lover Truman","2.99"
"China","Classics","Magnificent Chitty","6.99"
"China","Classics","Malkovich Pet","8.97"
"China","Classics","Million Ace","9.99"
"China","Classics","October Submarine","4.99"
"China","Classics","Pajama Jawbreaker","11.96"
"China","Classics","Patient Sister","1.98"
"China","Classics","Prejudice Oleander","15.97"
"China","Classics","Requiem Tycoon","4.99"
"China","Classics","Roots Remember","2.99"
"China","Classics","Sling Luke","6.98"
"China","Classics","Snatchers Montezuma","5.98"
"China","Classics","Spiking Element","5.98"
"China","Classics","Steel Santa","18.97"
"China","Classics","Summer Scarface","0.99"
"China","Classics","Timberland Sky","15.96"
"China","Classics","Tomorrow Hustler","7.98"
"China","Classics","Wasteland Divine","10.97"
"China","Classics","Westward Seabiscuit","1.98"
"China","Comedy","Airplane Sierra","9.98"
"China","Comedy","Anthem Luke","4.99"
"China","Comedy","Caper Motions","3.96"
"China","Comedy","Closer Bang","24.96"
"China","Comedy","Crazy Home","2.99"
"China","Comedy","Daddy Pittsburgh","4.99"
"China","Comedy","Fireball Philadelphia","12.96"
"China","Comedy","Flintstones Happiness","5.99"
"China","Comedy","Gold River","4.99"
"China","Comedy","Groundhog Uncut","14.97"
"China","Comedy","Gunfight Moon","5.97"
"China","Comedy","Heaven Freedom","2.99"
"China","Comedy","Hedwig Alter","8.97"
"China","Comedy","Hurricane Affair","15.95"
"China","Comedy","Jaws Harry","4.99"
"China","Comedy","Knock Warlock","5.98"
"China","Comedy","Life Twisted","2.99"
"China","Comedy","Lion Uncut","4.97"
"China","Comedy","Lonely Elephant","7.99"
"China","Comedy","Mallrats United","4.99"
"China","Comedy","Memento Zoolander","25.96"
"China","Comedy","Mulan Moon","3.99"
"China","Comedy","Mystic Truman","2.98"
"China","Comedy","Paradise Sabrina","5.98"
"China","Comedy","Party Knock","8.97"
"China","Comedy","Perfect Groove","5.98"
"China","Comedy","Pinocchio Simon","9.98"
"China","Comedy","Pure Runner","8.98"
"China","Comedy","Saddle Antitrust","2.99"
"China","Comedy","Saturn Name","4.99"
"China","Comedy","Stage World","3.99"
"China","Comedy","Strictly Scarface","9.98"
"China","Comedy","Submarine Bed","4.99"
"China","Comedy","Sweden Shining","4.99"
"China","Comedy","Trainspotting Strangers","4.99"
"China","Comedy","Valley Packer","1.99"
"China","Comedy","Velvet Terminator","23.97"
"China","Comedy","Wisdom Worker","4.98"
"China","Comedy","Zorro Ark","35.95"
"China","Documentary","Army Flintstones","5.98"
"China","Documentary","Beach Heartbreakers","2.99"
"China","Documentary","Bed Highball","2.99"
"China","Documentary","Bill Others","2.99"
"China","Documentary","Bonnie Holocaust","0.99"
"China","Documentary","Brotherhood Blanket","18.96"
"China","Documentary","Cause Date","11.98"
"China","Documentary","Chicken Hellfighters","0.99"
"China","Documentary","Cider Desire","5.98"
"China","Documentary","Coast Rainbow","1.99"
"China","Documentary","Dancing Fever","2.97"
"China","Documentary","Deep Crusade","7.99"
"China","Documentary","Dozen Lion","5.99"
"China","Documentary","Duffel Apocalypse","0.99"
"China","Documentary","Egg Igby","5.99"
"China","Documentary","Expendable Stallion","5.99"
"China","Documentary","French Holiday","4.99"
"China","Documentary","Hardly Robbers","4.99"
"China","Documentary","Heavyweights Beast","16.97"
"China","Documentary","Homeward Cider","2.98"
"China","Documentary","Intolerable Intentions","4.99"
"China","Documentary","Madison Trap","5.99"
"China","Documentary","Majestic Floats","3.99"
"China","Documentary","Metal Armageddon","6.98"
"China","Documentary","Mighty Luck","2.99"
"China","Documentary","Mod Secretary","4.99"
"China","Documentary","Modern Dorado","0.99"
"China","Documentary","National Story","12.97"
"China","Documentary","Newsies Story","0.99"
"China","Documentary","North Tequila","9.98"
"China","Documentary","Notorious Reunion","2.99"
"China","Documentary","Pelican Comforts","23.97"
"China","Documentary","Pocus Pulp","7.96"
"China","Documentary","Princess Giant","5.99"
"China","Documentary","Road Roxanne","9.98"
"China","Documentary","Sagebrush Clueless","14.97"
"China","Documentary","Secret Groundhog","5.99"
"China","Documentary","Ship Wonderland","5.98"
"China","Documentary","Smoking Barbarella","3.97"
"China","Documentary","Spoilers Hellfighters","1.99"
"China","Documentary","Thin Sagebrush","17.98"
"China","Documentary","United Pilot","0.99"
"China","Documentary","Untouchables Sunrise","3.99"
"China","Documentary","Virginian Pluto","2.98"
"China","Documentary","Wars Pluto","3.99"
"China","Documentary","Wedding Apollo","10.95"
"China","Documentary","Wife Turn","9.98"
"China","Documentary","Wrath Mile","1.99"
"China","Drama","Blade Polish","0.99"
"China","Drama","Bunch Minds","7.99"
"China","Drama","Chill Luck","7.95"
"China","Drama","Chitty Lock","2.99"
"China","Drama","Coneheads Smoochy","9.98"
"China","Drama","Confessions Maguire","9.98"
"China","Drama","Conquerer Nuts","4.99"
"China","Drama","Craft Outfield","0.99"
"China","Drama","Dalmations Sweden","0.99"
"China","Drama","Deceiver Betrayed","1.98"
"China","Drama","Destination Jerk","5.99"
"China","Drama","Diary Panic","2.99"
"China","Drama","Edge Kissing","4.99"
"China","Drama","Encounters Curtain","7.97"
"China","Drama","Goldfinger Sensibility","4.97"
"China","Drama","Gone Trouble","6.98"
"China","Drama","Hanging Deep","4.99"
"China","Drama","Harold French","0.99"
"China","Drama","Harry Idaho","6.99"
"China","Drama","Hobbit Alien","11.96"
"China","Drama","Hunchback Impossible","12.98"
"China","Drama","Jacket Frisco","2.99"
"China","Drama","Kwai Homeward","9.97"
"China","Drama","Lebowski Soldiers","6.98"
"China","Drama","Lies Treatment","4.99"
"China","Drama","Necklace Outbreak","7.97"
"China","Drama","Notting Speakeasy","0.99"
"China","Drama","Orient Closer","9.97"
"China","Drama","Paths Control","16.98"
"China","Drama","Paycheck Wait","5.99"
"China","Drama","Pity Bound","4.99"
"China","Drama","Queen Luke","9.98"
"China","Drama","Racer Egg","5.98"
"China","Drama","Reunion Witches","16.95"
"China","Drama","Saints Bride","2.99"
"China","Drama","Scorpion Apollo","17.98"
"China","Drama","Sea Virgin","4.99"
"China","Drama","Seattle Expecations","10.98"
"China","Drama","Shootist Superfly","1.98"
"China","Drama","Slacker Liaisons","9.98"
"China","Drama","Something Duck","9.99"
"China","Drama","Spice Sorority","14.97"
"China","Drama","Torque Bound","9.98"
"China","Drama","Translation Summer","1.98"
"China","Drama","Unfaithful Kill","3.99"
"China","Drama","Vietnam Smoochy","0.99"
"China","Drama","Virgin Daisy","4.99"
"China","Drama","Wardrobe Phantom","2.99"
"China","Drama","West Lion","15.97"
"China","Drama","Witches Panic","22.97"
"China","Family","Apache Divine","4.99"
"China","Family","Atlantis Cause","7.98"
"China","Family","Bedazzled Married","3.98"
"China","Family","Bilko Anonymous","7.99"
"China","Family","Blanket Beverly","14.96"
"China","Family","Blues Instinct","2.99"
"China","Family","Braveheart Human","4.99"
"China","Family","Chisum Behavior","10.98"
"China","Family","Confused Candles","2.99"
"China","Family","Conversation Downhill","17.98"
"China","Family","Date Speed","4.98"
"China","Family","Dinosaur Secretary","15.96"
"China","Family","Earring Instinct","5.98"
"China","Family","Effect Gladiator","3.98"
"China","Family","Gables Metropolis","1.98"
"China","Family","Grease Youth","1.98"
"China","Family","Half Outfield","9.98"
"China","Family","House Dynamite","14.95"
"China","Family","Hunting Musketeers","5.98"
"China","Family","Indian Love","5.97"
"China","Family","Jason Trap","11.98"
"China","Family","Jedi Beneath","4.96"
"China","Family","Killer Innocent","4.99"
"China","Family","King Evolution","4.99"
"China","Family","Louisiana Harry","5.97"
"China","Family","Manchurian Curtain","5.99"
"China","Family","Movie Shakespeare","17.97"
"China","Family","Music Boondock","2.98"
"China","Family","Natural Stock","6.98"
"China","Family","Network Peak","12.97"
"China","Family","Pilot Hoosiers","5.98"
"China","Family","Pittsburgh Hunchback","7.99"
"China","Family","Prix Undefeated","2.99"
"China","Family","Rage Games","4.99"
"China","Family","Range Moonwalker","27.96"
"China","Family","Resurrection Silverado","4.97"
"China","Family","Robbery Bright","4.99"
"China","Family","Rush Goodfellas","8.96"
"China","Family","Secrets Paradise","34.96"
"China","Family","Sensibility Rear","4.99"
"China","Family","Slums Duck","1.98"
"China","Family","Soup Wisdom","3.99"
"China","Family","Spinal Rocky","2.99"
"China","Family","Splash Gump","4.99"
"China","Family","Super Wyoming","13.98"
"China","Family","Virtual Spoilers","10.99"
"China","Foreign","Agent Truman","3.99"
"China","Foreign","Alamo Videotape","4.97"
"China","Foreign","Alien Center","24.95"
"China","Foreign","Brooklyn Desert","6.99"
"China","Foreign","Bugsy Song","11.98"
"China","Foreign","Cowboy Doom","2.99"
"China","Foreign","Cyclone Family","4.99"
"China","Foreign","Doubtfire Labyrinth","8.99"
"China","Foreign","Everyone Craft","1.98"
"China","Foreign","Fiction Christmas","2.98"
"China","Foreign","Gentlemen Stage","2.99"
"China","Foreign","Grapes Fury","7.96"
"China","Foreign","Hellfighters Sierra","2.99"
"China","Foreign","Highball Potter","2.97"
"China","Foreign","Holiday Games","11.98"
"China","Foreign","Hoosiers Birdcage","5.99"
"China","Foreign","Hunger Roof","1.98"
"China","Foreign","Impossible Prejudice","9.98"
"China","Foreign","Innocent Usual","20.97"
"China","Foreign","Intrigue Worst","4.95"
"China","Foreign","Kane Exorcist","0.99"
"China","Foreign","Lose Inch","3.99"
"China","Foreign","Lost Bird","2.99"
"China","Foreign","Madness Attacks","3.97"
"China","Foreign","Meet Chocolate","7.98"
"China","Foreign","Moon Bunch","2.98"
"China","Foreign","Newton Labyrinth","2.99"
"China","Foreign","Orange Grapes","3.98"
"China","Foreign","Past Suicides","4.99"
"China","Foreign","Pollock Deliverance","2.99"
"China","Foreign","Purple Movie","2.99"
"China","Foreign","Rocketeer Mother","3.98"
"China","Foreign","Scissorhands Slums","2.99"
"China","Foreign","Shock Cabin","12.97"
"China","Foreign","Stepmom Dream","4.99"
"China","Foreign","Town Ark","4.99"
"China","Foreign","Vision Torque","4.98"
"China","Foreign","War Notting","12.98"
"China","Foreign","Wash Heavenly","14.97"
"China","Foreign","Wonderful Drop","4.99"
"China","Games","Bulworth Commandments","5.99"
"China","Games","Candles Grapes","4.99"
"China","Games","Chicago North","12.98"
"China","Games","Creatures Shakespeare","6.99"
"China","Games","Curtain Videotape","2.97"
"China","Games","Darling Breaking","5.99"
"China","Games","Dawn Pond","7.99"
"China","Games","Details Packer","13.98"
"China","Games","Dirty Ace","2.99"
"China","Games","Dwarfs Alter","2.99"
"China","Games","Encino Elf","3.97"
"China","Games","Fantasia Park","6.98"
"China","Games","Feathers Metal","3.98"
"China","Games","Forward Temple","8.97"
"China","Games","Gathering Calendar","2.98"
"China","Games","Grinch Massage","14.97"
"China","Games","Grit Clockwork","8.98"
"China","Games","Haunting Pianist","5.98"
"China","Games","Head Stranger","4.99"
"China","Games","Human Graffiti","4.99"
"China","Games","Ice Crossing","2.99"
"China","Games","Jericho Mulan","13.97"
"China","Games","Ladybugs Armageddon","4.99"
"China","Games","Maltese Hope","27.95"
"China","Games","Mars Roman","4.97"
"China","Games","Massacre Usual","11.98"
"China","Games","Moonshine Cabin","19.97"
"China","Games","Name Detective","18.97"
"China","Games","Nightmare Chill","21.97"
"China","Games","Outbreak Divine","1.99"
"China","Games","Panky Submarine","13.98"
"China","Games","Rouge Squad","6.97"
"China","Games","Roxanne Rebel","6.96"
"China","Games","Sassy Packer","3.99"
"China","Games","Sleuth Orient","1.99"
"China","Games","Spy Mile","2.99"
"China","Games","Suit Walls","20.97"
"China","Games","Tycoon Gathering","6.99"
"China","Games","Videotape Arsenic","17.97"
"China","Games","Volcano Texas","3.98"
"China","Games","Wind Phantom","5.97"
"China","Horror","Ace Goldfinger","8.99"
"China","Horror","Affair Prejudice","8.97"
"China","Horror","Alabama Devil","5.99"
"China","Horror","Analyze Hoosiers","5.98"
"China","Horror","Anything Savannah","2.99"
"China","Horror","Arabia Dogma","0.99"
"China","Horror","Arachnophobia Rollercoaster","9.98"
"China","Horror","Behavior Runaway","23.97"
"China","Horror","Carrie Bunch","4.97"
"China","Horror","Desert Poseidon","9.98"
"China","Horror","Family Sweet","9.97"
"China","Horror","Fidelity Devil","13.98"
"China","Horror","Freddy Storm","4.99"
"China","Horror","Gaslight Crusade","9.98"
"China","Horror","Lola Agent","12.98"
"China","Horror","Love Suicides","5.97"
"China","Horror","Motions Details","4.98"
"China","Horror","Paris Weekend","8.97"
"China","Horror","Patton Interview","17.97"
"China","Horror","Pulp Beverly","5.98"
"China","Horror","Reap Unfaithful","15.95"
"China","Horror","Rock Instinct","7.97"
"China","Horror","Rollercoaster Bringing","2.99"
"China","Horror","Rules Human","4.99"
"China","Horror","Sinners Atlantis","8.97"
"China","Horror","Spirit Flintstones","1.99"
"China","Horror","Streetcar Intentions","4.99"
"China","Horror","Swarm Gold","5.99"
"China","Horror","Tarzan Videotape","3.99"
"China","Horror","Temple Attraction","13.98"
"China","Horror","Train Bunch","4.99"
"China","Horror","Undefeated Dalmations","11.98"
"China","Horror","World Leathernecks","0.99"
"China","Horror","Yentl Idaho","12.98"
"China","Music","Alaska Phantom","5.96"
"China","Music","Alone Trip","6.99"
"China","Music","Amelie Hellfighters","6.99"
"China","Music","Balloon Homeward","32.93"
"China","Music","Banger Pinocchio","8.97"
"China","Music","Birch Antitrust","9.98"
"China","Music","Boogie Amelie","10.98"
"China","Music","Chamber Italian","4.99"
"China","Music","Clones Pinocchio","11.96"
"China","Music","Clue Grail","4.99"
"China","Music","Deer Virginian","2.99"
"China","Music","Dorado Notting","4.99"
"China","Music","Driving Polish","9.98"
"China","Music","Enemy Odds","25.96"
"China","Music","Freaky Pocus","5.98"
"China","Music","Go Purple","4.98"
"China","Music","Greatest North","10.97"
"China","Music","Heavenly Gun","12.98"
"China","Music","Home Pity","4.99"
"China","Music","Impact Aladdin","1.99"
"China","Music","Insider Arizona","5.98"
"China","Music","Masked Bubble","6.95"
"China","Music","Monster Spartacus","2.99"
"China","Music","Oleander Clue","4.99"
"China","Music","Outfield Massacre","0.99"
"China","Music","Personal Ladybugs","0.99"
"China","Music","Roman Punk","0.99"
"China","Music","Scalawag Duck","16.97"
"China","Music","Silence Kane","1.98"
"China","Music","Song Hedwig","7.97"
"China","Music","Telegraph Voyage","10.99"
"China","Music","Terminator Club","4.99"
